State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price
Kerala,Ernakulam,Angamaly,Onion,Big,FAQ,2400.0,3000.0,2700.0
Kerala,Ernakulam,Angamaly,Pineapple,Pine Apple,Medium,6000.0,7000.0,6500.0
Kerala,Ernakulam,Angamaly,Potato,Potato,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Angamaly,Pumpkin,Pumpkin,FAQ,2500.0,3500.0,3000.0
Kerala,Ernakulam,Angamaly,Snakeguard,Snakeguard,FAQ,3500.0,4500.0,4000.0
Kerala,Ernakulam,Angamaly,Tapioca,Tapioca,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Angamaly,Tomato,Tomato,FAQ,10000.0,12000.0,11000.0
Kerala,Ernakulam,Kothamangalam,Amaranthus,Other,FAQ,4000.0,5000.0,4500.0
Kerala,Ernakulam,Kothamangalam,Ashgourd,Other,FAQ,2200.0,2800.0,2500.0
Kerala,Ernakulam,Kothamangalam,Banana,Palayamthodan,Medium,2500.0,2800.0,2700.0
Kerala,Ernakulam,Kothamangalam,Banana,Poovan,Medium,4000.0,4500.0,4200.0
Kerala,Ernakulam,Kothamangalam,Banana - Green,Other,FAQ,4500.0,4800.0,4600.0
Kerala,Ernakulam,Kothamangalam,Bhindi(Ladies Finger),Other,FAQ,4000.0,5000.0,4500.0
Kerala,Ernakulam,Kothamangalam,Bitter gourd,Other,FAQ,5000.0,6000.0,5500.0
Kerala,Ernakulam,Kothamangalam,Brinjal,Other,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Kothamangalam,Cabbage,Other,FAQ,2500.0,3000.0,2800.0
Kerala,Ernakulam,Kothamangalam,Carrot,Other,FAQ,5000.0,6000.0,5500.0
Kerala,Ernakulam,Kothamangalam,Cauliflower,Other,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Kothamangalam,Colacasia,Other,FAQ,5000.0,6000.0,5500.0
Kerala,Ernakulam,Kothamangalam,Cucumbar(Kheera),Other,FAQ,1500.0,2000.0,1800.0
Kerala,Ernakulam,Kothamangalam,Drumstick,Other,FAQ,4000.0,5000.0,4500.0
Kerala,Ernakulam,Kothamangalam,Elephant Yam (Suran),Other,FAQ,5200.0,6000.0,5500.0
Kerala,Ernakulam,Kothamangalam,Field Pea,Other,FAQ,4000.0,5000.0,4500.0
Kerala,Ernakulam,Kothamangalam,Ginger(Green),Other,FAQ,17000.0,18000.0,17500.0
Kerala,Ernakulam,Kothamangalam,Green Chilli,Other,FAQ,4000.0,5000.0,4500.0
Kerala,Ernakulam,Kothamangalam,Little gourd (Kundru),Other,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Kothamangalam,Mango (Raw-Ripe),Other,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Kothamangalam,Onion,Big,FAQ,2000.0,2500.0,2200.0
Kerala,Ernakulam,Kothamangalam,Onion,Other,FAQ,7000.0,8000.0,7500.0
Kerala,Ernakulam,Kothamangalam,Potato,Other,FAQ,3000.0,3500.0,3200.0
Kerala,Ernakulam,Kothamangalam,Pumpkin,Other,FAQ,2000.0,2500.0,2200.0
Kerala,Ernakulam,Kothamangalam,Snakeguard,Other,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Kothamangalam,Tapioca,Tapioca,FAQ,2500.0,3500.0,3000.0
Kerala,Ernakulam,Kothamangalam,Tomato,Other,FAQ,10000.0,11500.0,11000.0
Kerala,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,2500.0,3500.0,3000.0
Kerala,Ernakulam,Perumbavoor,Arecanut(Betelnut/Supari),Supari,FAQ,34500.0,35500.0,35000.0
Kerala,Ernakulam,Perumbavoor,Ashgourd,Ashgourd,FAQ,1800.0,2800.0,2000.0
Kerala,Ernakulam,Perumbavoor,Banana,Palayamthodan,Medium,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Banana - Green,Banana - Green,FAQ,5000.0,6000.0,5500.0
Kerala,Ernakulam,Perumbavoor,Bhindi(Ladies Finger),Bhindi,FAQ,3200.0,4200.0,4000.0
Kerala,Ernakulam,Perumbavoor,Bitter gourd,Bitter Gourd,FAQ,4800.0,5800.0,5000.0
Kerala,Ernakulam,Perumbavoor,Black pepper,Garbled,FAQ,52000.0,53000.0,52500.0
Kerala,Ernakulam,Perumbavoor,Bottle gourd,Other,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Brinjal,Brinjal,FAQ,2500.0,3500.0,3000.0
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,2400.0,3400.0,2800.0
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,6000.0,7000.0,6500.0
Kerala,Ernakulam,Perumbavoor,Cauliflower,Cauliflower,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Perumbavoor,Colacasia,Other,FAQ,4800.0,5800.0,5000.0
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Drumstick,Drumstick,FAQ,5500.0,6500.0,6000.0
Kerala,Ernakulam,Perumbavoor,Elephant Yam (Suran),Other,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Perumbavoor,Field Pea,Field Pea,FAQ,3700.0,4700.0,4000.0
Kerala,Ernakulam,Perumbavoor,Ginger(Dry),Dry,FAQ,26500.0,27500.0,27000.0
Kerala,Ernakulam,Perumbavoor,Ginger(Green),Green Ginger,FAQ,17000.0,18000.0,17500.0
Kerala,Ernakulam,Perumbavoor,Green Chilli,Green Chilly,FAQ,7000.0,8000.0,7500.0
Kerala,Ernakulam,Perumbavoor,Little gourd (Kundru),Other,FAQ,2200.0,3200.0,2500.0
Kerala,Ernakulam,Perumbavoor,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,2800.0,3800.0,3000.0
Kerala,Ernakulam,Perumbavoor,Onion,Onion,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Pineapple,Pine Apple,Medium,3000.0,4000.0,3500.0
Kerala,Ernakulam,Perumbavoor,Potato,Potato,FAQ,2200.0,3200.0,2500.0
Kerala,Ernakulam,Perumbavoor,Pumpkin,Pumpkin,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Snakeguard,Snakeguard,FAQ,2200.0,3200.0,2500.0
Kerala,Ernakulam,Perumbavoor,Tapioca,Tapioca,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Perumbavoor,Tomato,Tomato,FAQ,9500.0,10500.0,10000.0
Kerala,Ernakulam,Piravam,Amaranthus,Other,FAQ,2500.0,4000.0,3000.0
Kerala,Ernakulam,Piravam,Amphophalus,Other,FAQ,4000.0,6000.0,5000.0
Kerala,Ernakulam,Piravam,Ashgourd,Other,FAQ,2500.0,3500.0,3000.0
Kerala,Ernakulam,Piravam,Banana - Green,Other,FAQ,5500.0,7000.0,6000.0
Kerala,Ernakulam,Piravam,Beetroot,Other,FAQ,5000.0,6500.0,6000.0
Kerala,Ernakulam,Piravam,Bhindi(Ladies Finger),Other,FAQ,4000.0,6000.0,5000.0
Kerala,Ernakulam,Piravam,Bitter gourd,Other,FAQ,6000.0,7000.0,6500.0
Kerala,Ernakulam,Piravam,Bottle gourd,Other,FAQ,2500.0,4000.0,3000.0
Kerala,Ernakulam,Piravam,Brinjal,Other,FAQ,3000.0,4500.0,4000.0
Kerala,Ernakulam,Piravam,Cabbage,Other,FAQ,3500.0,5000.0,4000.0
Kerala,Ernakulam,Piravam,Capsicum,Other,FAQ,9000.0,11000.0,10000.0
Kerala,Ernakulam,Piravam,Carrot,Other,FAQ,5000.0,7000.0,6000.0
Kerala,Ernakulam,Piravam,Cauliflower,Other,FAQ,4500.0,6000.0,5000.0
Kerala,Ernakulam,Piravam,Cowpea(Veg),Other,FAQ,4000.0,6000.0,5000.0
Kerala,Ernakulam,Piravam,Cucumbar(Kheera),Other,FAQ,3000.0,5000.0,4000.0
Kerala,Ernakulam,Piravam,Drumstick,Other,FAQ,4000.0,6000.0,5000.0
Kerala,Ernakulam,Piravam,Little gourd (Kundru),Other,FAQ,4000.0,6000.0,5000.0
Kerala,Ernakulam,Piravam,Mango,Other,Medium,4000.0,5500.0,5000.0
Kerala,Ernakulam,Piravam,Onion,Big,FAQ,2000.0,3000.0,2500.0
Kerala,Ernakulam,Piravam,Potato,Other,FAQ,3000.0,4000.0,3500.0
Kerala,Ernakulam,Piravam,Pumpkin,Other,FAQ,2500.0,4000.0,3000.0
Kerala,Ernakulam,Piravam,Snakeguard,Other,FAQ,5000.0,6000.0,5500.0
Kerala,Ernakulam,Piravam,Tapioca,Other,FAQ,2500.0,3500.0,3000.0
Kerala,Ernakulam,Thrippunithura,Amphophalus,Amphophalus,FAQ,5600.0,7000.0,5800.0
Kerala,Ernakulam,Thrippunithura,Ashgourd,Ashgourd,FAQ,3000.0,4000.0,3200.0
Kerala,Ernakulam,Thrippunithura,Banana,Palayamthodan,Medium,3000.0,4000.0,3200.0
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,Medium,7400.0,8500.0,7600.0
Kerala,Ernakulam,Thrippunithura,Banana - Green,Banana - Green,FAQ,4500.0,6200.0,4700.0
Kerala,Ernakulam,Thrippunithura,Beetroot,Beetroot,FAQ,6400.0,7200.0,6600.0
Kerala,Ernakulam,Thrippunithura,Bhindi(Ladies Finger),Bhindi,FAQ,4500.0,6000.0,4900.0
Kerala,Ernakulam,Thrippunithura,Bitter gourd,Bitter Gourd,FAQ,6500.0,7500.0,6700.0
Kerala,Ernakulam,Thrippunithura,Bottle gourd,Bottle Gourd,FAQ,4000.0,5000.0,4200.0
Kerala,Ernakulam,Thrippunithura,Brinjal,Brinjal,FAQ,4500.0,6000.0,4700.0
Kerala,Ernakulam,Thrippunithura,Cabbage,Cabbage,FAQ,4000.0,5000.0,4200.0
Kerala,Ernakulam,Thrippunithura,Capsicum,Capsicum,FAQ,10500.0,13000.0,11500.0
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,5500.0,6500.0,5700.0
Kerala,Ernakulam,Thrippunithura,Cauliflower,Cauliflower,FAQ,5000.0,6500.0,5300.0
Kerala,Ernakulam,Thrippunithura,Cluster beans,Cluster Beans,FAQ,4500.0,6000.0,4700.0
Kerala,Ernakulam,Thrippunithura,Colacasia,Other,FAQ,6000.0,7000.0,6200.0
Kerala,Ernakulam,Thrippunithura,Cowpea(Veg),Cowpea (Veg),FAQ,5200.0,6500.0,5400.0
Kerala,Ernakulam,Thrippunithura,Cucumbar(Kheera),Cucumbar,FAQ,2200.0,4400.0,2400.0
Kerala,Ernakulam,Thrippunithura,Drumstick,Drumstick,FAQ,4000.0,6000.0,4200.0
Kerala,Ernakulam,Thrippunithura,Ginger(Green),Green Ginger,FAQ,24000.0,30000.0,25000.0
Kerala,Ernakulam,Thrippunithura,Green Chilli,Green Chilly,FAQ,8500.0,10500.0,9000.0
Kerala,Ernakulam,Thrippunithura,Indian Beans (Seam),Other,FAQ,7500.0,9000.0,7700.0
Kerala,Ernakulam,Thrippunithura,Leafy Vegetable,Other,FAQ,5000.0,8000.0,6000.0
Kerala,Ernakulam,Thrippunithura,Lemon,Other,FAQ,5000.0,7000.0,5500.0
Kerala,Ernakulam,Thrippunithura,Little gourd (Kundru),Other,FAQ,4200.0,5400.0,4400.0
Kerala,Ernakulam,Thrippunithura,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,5500.0,6400.0,5700.0
Kerala,Ernakulam,Thrippunithura,Onion,Big,FAQ,2200.0,2800.0,2200.0
Kerala,Ernakulam,Thrippunithura,Potato,Potato,FAQ,3200.0,3600.0,3200.0
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,3000.0,4400.0,3200.0
Kerala,Ernakulam,Thrippunithura,Snakeguard,Snakeguard,FAQ,3800.0,5000.0,4000.0
Kerala,Ernakulam,Thrippunithura,Tapioca,Tapioca,FAQ,2800.0,3500.0,3000.0
Kerala,Ernakulam,Thrippunithura,Tomato,Tomato,FAQ,12300.0,13500.0,12500.0
Kerala,Idukki,Adimali,Amaranthus,Amaranthus,FAQ,4000.0,4090.0,4000.0
Kerala,Idukki,Adimali,Amphophalus,Amphophalus,FAQ,6000.0,6000.0,6000.0
Kerala,Idukki,Adimali,Apple,Apple,Large,20000.0,22000.0,20000.0
Kerala,Idukki,Adimali,Ashgourd,Ashgourd,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Adimali,Grapes,Black,Large,8000.0,8000.0,8000.0
Kerala,Idukki,Adimali,Green Chilli,Green Chilly,FAQ,8000.0,10000.0,8000.0
Kerala,Idukki,Adimali,Pineapple,Pine Apple,Large,5000.0,6000.0,5000.0
Kerala,Idukki,Thodupuzha,Ashgourd,Other,FAQ,2400.0,2600.0,2600.0
Kerala,Idukki,Thodupuzha,Banana,Nendra Bale,Medium,4000.0,4200.0,4200.0
Kerala,Idukki,Thodupuzha,Banana,Other,Medium,6600.0,6800.0,6800.0
Kerala,Idukki,Thodupuzha,Banana,Palayamthodan,Medium,1800.0,2000.0,2000.0
Kerala,Idukki,Thodupuzha,Banana,Poovan,Medium,2400.0,2500.0,2500.0
Kerala,Idukki,Thodupuzha,Banana,Robusta,Medium,2000.0,2200.0,2200.0
Kerala,Idukki,Thodupuzha,Beetroot,Other,FAQ,3200.0,3400.0,3400.0
Kerala,Idukki,Thodupuzha,Bhindi(Ladies Finger),Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Bitter gourd,Other,FAQ,5500.0,6000.0,6000.0
Kerala,Idukki,Thodupuzha,Black pepper,Garbled,FAQ,54000.0,55000.0,55000.0
Kerala,Idukki,Thodupuzha,Black pepper,Ungrabled,FAQ,51000.0,52000.0,52000.0
Kerala,Idukki,Thodupuzha,Brinjal,Other,FAQ,2200.0,2400.0,2400.0
Kerala,Idukki,Thodupuzha,Cabbage,Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Cardamoms,Other,FAQ,110000.0,130000.0,120000.0
Kerala,Idukki,Thodupuzha,Carrot,Other,FAQ,5000.0,5500.0,5500.0
Kerala,Idukki,Thodupuzha,Cauliflower,Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Cloves,Other,FAQ,87500.0,90000.0,90000.0
Kerala,Idukki,Thodupuzha,Cocoa,Other,FAQ,4400.0,4500.0,4500.0
Kerala,Idukki,Thodupuzha,Coconut,Big,FAQ,1800.0,2000.0,2000.0
Kerala,Idukki,Thodupuzha,Coconut,Other,FAQ,2900.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Coconut Oil,Other,FAQ,16300.0,16500.0,16500.0
Kerala,Idukki,Thodupuzha,Copra,other,FAQ,8100.0,8300.0,8300.0
Kerala,Idukki,Thodupuzha,Cowpea(Veg),Other,FAQ,3500.0,4000.0,4000.0
Kerala,Idukki,Thodupuzha,Cucumbar(Kheera),Cucumbar,FAQ,1000.0,1200.0,1200.0
Kerala,Idukki,Thodupuzha,Cucumbar(Kheera),Other,FAQ,1400.0,1800.0,1600.0
Kerala,Idukki,Thodupuzha,Drumstick,Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,French Beans (Frasbean),Other,FAQ,4000.0,4200.0,4200.0
Kerala,Idukki,Thodupuzha,Garlic,Other,FAQ,10000.0,12000.0,12000.0
Kerala,Idukki,Thodupuzha,Green Chilli,Other,FAQ,6500.0,7000.0,7000.0
Kerala,Idukki,Thodupuzha,Little gourd (Kundru),Other,FAQ,2800.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Mango,Other,Medium,2500.0,3700.0,3500.0
Kerala,Idukki,Thodupuzha,Mango (Raw-Ripe),Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Nutmeg,Other,FAQ,22000.0,24000.0,24000.0
Kerala,Idukki,Thodupuzha,Onion,Big,FAQ,2000.0,2100.0,2100.0
Kerala,Idukki,Thodupuzha,Potato,Other,FAQ,2500.0,3000.0,3000.0
Kerala,Idukki,Thodupuzha,Rice,IR-8,FAQ,3600.0,3800.0,3800.0
Kerala,Idukki,Thodupuzha,Rice,Mataa Parboiled,FAQ,4600.0,5000.0,4800.0
Kerala,Idukki,Thodupuzha,Rubber,Other,FAQ,12000.0,12200.0,12100.0
Kerala,Idukki,Thodupuzha,Rubber,RSS-4,FAQ,15000.0,15200.0,15100.0
Kerala,Idukki,Thodupuzha,Snakeguard,Other,FAQ,2200.0,2400.0,2400.0
Kerala,Idukki,Thodupuzha,Tomato,Other,FAQ,9500.0,10000.0,10000.0
Kerala,Idukki,Vandiperiyar,Ashgourd,Other,FAQ,780.0,780.0,780.0
Kerala,Idukki,Vandiperiyar,Banana,Palayamthodan,Medium,1848.0,1848.0,1848.0
Kerala,Idukki,Vandiperiyar,Beetroot,Other,FAQ,1020.0,1020.0,1020.0
Kerala,Idukki,Vandiperiyar,Bhindi(Ladies Finger),Other,FAQ,1300.0,1300.0,1300.0
Kerala,Idukki,Vandiperiyar,Bitter gourd,Other,FAQ,960.0,960.0,960.0
Kerala,Idukki,Vandiperiyar,Bottle gourd,Bottle Gourd,FAQ,600.0,600.0,600.0
Kerala,Idukki,Vandiperiyar,Brinjal,Other,FAQ,1120.0,1120.0,1120.0
Kerala,Idukki,Vandiperiyar,Cabbage,Other,FAQ,1020.0,1020.0,1020.0
Kerala,Idukki,Vandiperiyar,Capsicum,Other,FAQ,1320.0,1320.0,1320.0
Kerala,Idukki,Vandiperiyar,Carrot,Other,FAQ,1350.0,1350.0,1350.0
Kerala,Idukki,Vandiperiyar,Cauliflower,Other,FAQ,960.0,960.0,960.0
Kerala,Idukki,Vandiperiyar,Coriander(Leaves),Coriander,FAQ,550.0,550.0,550.0
Kerala,Idukki,Vandiperiyar,Cucumbar(Kheera),Other,FAQ,840.0,840.0,840.0
Kerala,Idukki,Vandiperiyar,Drumstick,Drumstick,FAQ,780.0,780.0,780.0
Kerala,Kannur,Irikkur,Banana,Other,Medium,5000.0,5000.0,5000.0
Kerala,Kannur,Irikkur,Rubber,Other,FAQ,14900.0,14900.0,14900.0
Kerala,Kannur,Kannur,Banana - Green,Other,FAQ,5000.0,5500.0,5200.0
Kerala,Kannur,Kannur,Black pepper,Other,FAQ,49000.0,60000.0,52000.0
Kerala,Kannur,Kannur,Coconut Oil,Other,FAQ,13700.0,16000.0,15000.0
Kerala,Kannur,Kannur,Onion,Other,FAQ,2200.0,2800.0,2500.0
Kerala,Kannur,Payyannur,Amaranthus,Other,FAQ,3400.0,3600.0,3500.0
Kerala,Kannur,Payyannur,Arecanut(Betelnut/Supari),Other,FAQ,38000.0,40000.0,39000.0
Kerala,Kannur,Payyannur,Ashgourd,Other,FAQ,2900.0,3100.0,3000.0
Kerala,Kannur,Payyannur,Banana,Other,Small,4400.0,4600.0,4500.0
Kerala,Kannur,Payyannur,Banana,Other,Large,3800.0,4000.0,3900.0
Kerala,Kannur,Payyannur,Banana,Other,Medium,4100.0,4300.0,4200.0
Kerala,Kannur,Payyannur,Black pepper,Other,FAQ,48000.0,50000.0,49000.0
Kerala,Kannur,Payyannur,Copra,other,FAQ,7500.0,7700.0,7600.0
Kerala,Kannur,Payyannur,Cucumbar(Kheera),Other,FAQ,1700.0,1900.0,1800.0
Kerala,Kannur,Payyannur,Pumpkin,Other,FAQ,2300.0,2500.0,2400.0
Kerala,Kannur,Payyannur,Tapioca,Other,FAQ,2900.0,3100.0,3000.0
Kerala,Kasargod,Kanjangadu,Arecanut(Betelnut/Supari),Other,FAQ,34800.0,35600.0,35000.0
Kerala,Kasargod,Kanjangadu,Ashgourd,Ashgourd,FAQ,2200.0,2800.0,2400.0
Kerala,Kasargod,Kanjangadu,Banana,Other,Large,5800.0,6600.0,6000.0
Kerala,Kasargod,Kanjangadu,Banana,Other,Small,5600.0,6200.0,5800.0
Kerala,Kasargod,Kanjangadu,Banana - Green,Banana - Green,FAQ,2800.0,3600.0,3000.0
Kerala,Kasargod,Kanjangadu,Bhindi(Ladies Finger),Bhindi,FAQ,2800.0,3600.0,3000.0
Kerala,Kasargod,Kanjangadu,Bitter gourd,Bitter Gourd,FAQ,5800.0,6600.0,6000.0
Kerala,Kasargod,Kanjangadu,Black pepper,Other,FAQ,41800.0,42500.0,42000.0
Kerala,Kasargod,Kanjangadu,Brinjal,Brinjal,FAQ,2800.0,3600.0,3000.0
Kerala,Kasargod,Kanjangadu,Cabbage,Cabbage,FAQ,2400.0,3000.0,2600.0
Kerala,Kasargod,Kanjangadu,Cauliflower,Cauliflower,FAQ,2800.0,3400.0,3000.0
Kerala,Kasargod,Kanjangadu,Coconut Oil,Other,FAQ,14300.0,15000.0,14500.0
Kerala,Kasargod,Kanjangadu,Coconut Seed,Other,FAQ,3200.0,3800.0,3400.0
Kerala,Kasargod,Kanjangadu,Copra,other,FAQ,7300.0,7800.0,7500.0
Kerala,Kasargod,Kanjangadu,Cowpea(Veg),Cowpea (Veg),FAQ,5300.0,6000.0,5500.0
Kerala,Kasargod,Kanjangadu,Cucumbar(Kheera),Cucumbar,FAQ,1800.0,2400.0,2000.0
Kerala,Kasargod,Kanjangadu,Drumstick,Drumstick,FAQ,4300.0,5000.0,4500.0
Kerala,Kasargod,Kanjangadu,Elephant Yam (Suran),Other,FAQ,5800.0,6600.0,6000.0
Kerala,Kasargod,Kanjangadu,Ginger(Green),Green Ginger,FAQ,17800.0,18600.0,18000.0
Kerala,Kasargod,Kanjangadu,Green Chilli,Green Chilly,FAQ,6800.0,7500.0,7000.0
Kerala,Kasargod,Kanjangadu,Little gourd (Kundru),Other,FAQ,2800.0,3600.0,3000.0
Kerala,Kasargod,Kanjangadu,Onion,Big,FAQ,2400.0,3000.0,2600.0
Kerala,Kasargod,Kanjangadu,Potato,Potato,FAQ,2400.0,3000.0,2600.0
Kerala,Kasargod,Kanjangadu,Pumpkin,Pumpkin,FAQ,2200.0,2800.0,2400.0
Kerala,Kasargod,Kanjangadu,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,4800.0,5600.0,5000.0
Kerala,Kasargod,Kanjangadu,Snakeguard,Snakeguard,FAQ,2800.0,3600.0,3000.0
Kerala,Kasargod,Kanjangadu,Tapioca,Other,FAQ,2800.0,3400.0,3000.0
Kerala,Kasargod,Neeleswaram,Amaranthus,Other,FAQ,2500.0,3500.0,3000.0
Kerala,Kasargod,Neeleswaram,Amphophalus,Other,FAQ,6400.0,6600.0,6500.0
Kerala,Kasargod,Neeleswaram,Arecanut(Betelnut/Supari),Other,FAQ,37000.0,38000.0,37500.0
Kerala,Kasargod,Neeleswaram,Arhar (Tur/Red Gram)(Whole),Other,FAQ,12500.0,12700.0,12600.0
Kerala,Kasargod,Neeleswaram,Banana,Other,Large,6400.0,6600.0,6500.0
Kerala,Kasargod,Neeleswaram,Banana - Green,Other,FAQ,4600.0,4800.0,4700.0
Kerala,Kasargod,Neeleswaram,Beetroot,Other,FAQ,5400.0,5600.0,5500.0
Kerala,Kasargod,Neeleswaram,Bhindi(Ladies Finger),Bhindi,FAQ,5600.0,5800.0,5700.0
Kerala,Kasargod,Neeleswaram,Bitter gourd,Other,FAQ,6700.0,7000.0,6800.0
Kerala,Kasargod,Neeleswaram,Black Gram (Urd Beans)(Whole),Other,FAQ,15000.0,15400.0,15200.0
Kerala,Kasargod,Neeleswaram,Brinjal,Round/Long,FAQ,3800.0,4200.0,4000.0
Kerala,Kasargod,Neeleswaram,Cabbage,Other,FAQ,3200.0,3600.0,3400.0
Kerala,Kasargod,Neeleswaram,Carrot,Other,FAQ,5800.0,6200.0,6000.0
Kerala,Kasargod,Neeleswaram,Coconut,Other,FAQ,2200.0,2400.0,2300.0
Kerala,Kasargod,Neeleswaram,Coconut Oil,Other,FAQ,13000.0,14000.0,13500.0
Kerala,Kasargod,Neeleswaram,Copra,other,FAQ,7200.0,7500.0,7300.0
Kerala,Kasargod,Neeleswaram,Cowpea(Veg),Cowpea (Veg),FAQ,6600.0,7000.0,6800.0
Kerala,Kasargod,Neeleswaram,Cucumbar(Kheera),Other,FAQ,2200.0,2500.0,2400.0
Kerala,Kasargod,Neeleswaram,Drumstick,Other,FAQ,4800.0,5200.0,5000.0
Kerala,Kasargod,Neeleswaram,Lemon,Other,FAQ,4800.0,5200.0,5000.0
Kerala,Kasargod,Neeleswaram,Onion,Big,FAQ,2400.0,2600.0,2500.0
Kerala,Kasargod,Neeleswaram,Potato,Other,FAQ,2500.0,3500.0,3000.0
Kerala,Kasargod,Neeleswaram,Pumpkin,Other,FAQ,2500.0,3500.0,3000.0
Kerala,Kasargod,Neeleswaram,Ridgeguard(Tori),Other,FAQ,6600.0,7000.0,6800.0
Kerala,Kasargod,Neeleswaram,Snakeguard,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Amphophalus,Other,FAQ,6800.0,7200.0,7000.0
Kerala,Kollam,Chathanoor,Banana,Banana - Ripe,Medium,5800.0,6200.0,6000.0
Kerala,Kollam,Chathanoor,Banana,Palayamthodan,Medium,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Banana,Poovan,Medium,5400.0,5800.0,5600.0
Kerala,Kollam,Chathanoor,Banana,Red Banana,Medium,6800.0,7200.0,7000.0
Kerala,Kollam,Chathanoor,Banana,Robusta,Medium,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Banana - Green,Other,FAQ,6300.0,6700.0,6500.0
Kerala,Kollam,Chathanoor,Bitter gourd,Other,FAQ,8800.0,9200.0,9000.0
Kerala,Kollam,Chathanoor,Brinjal,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Cucumbar(Kheera),Other,FAQ,5800.0,6200.0,6000.0
Kerala,Kollam,Chathanoor,Green Chilli,Other,FAQ,7800.0,8200.0,8000.0
Kerala,Kollam,Chathanoor,Indian Beans (Seam),Other,FAQ,11800.0,12200.0,12000.0
Kerala,Kollam,Chathanoor,Little gourd (Kundru),Other,FAQ,5800.0,6200.0,6000.0
Kerala,Kollam,Chathanoor,Onion,Other,FAQ,2800.0,3200.0,3000.0
Kerala,Kollam,Chathanoor,Potato,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Pumpkin,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Chathanoor,Snakeguard,Other,FAQ,3800.0,4200.0,4000.0
Kerala,Kollam,Kottarakkara,Amaranthus,Other,FAQ,5000.0,5000.0,5000.0
Kerala,Kollam,Kottarakkara,Ashgourd,Other,FAQ,5000.0,5000.0,5000.0
Kerala,Kollam,Kottarakkara,Beetroot,Other,FAQ,4000.0,4000.0,4000.0
Kerala,Kollam,Kottarakkara,Bhindi(Ladies Finger),Other,FAQ,6000.0,6000.0,6000.0
Kerala,Kollam,Kottarakkara,Bitter gourd,Other,FAQ,10000.0,10000.0,10000.0
Kerala,Kollam,Kottarakkara,Bottle gourd,Other,FAQ,2500.0,2500.0,2500.0
Kerala,Kollam,Kottarakkara,Brinjal,Other,FAQ,4000.0,4000.0,4000.0
Kerala,Kollam,Kottarakkara,Cabbage,Other,FAQ,5000.0,5000.0,5000.0
Kerala,Kollam,Kottarakkara,Carrot,Other,FAQ,7000.0,7000.0,7000.0
Kerala,Kollam,Kottarakkara,Coconut,Other,FAQ,3500.0,3500.0,3500.0
Kerala,Kollam,Kottarakkara,Colacasia,Other,FAQ,8000.0,8000.0,8000.0
Kerala,Kollam,Kottarakkara,Cowpea(Veg),Other,FAQ,9000.0,9000.0,9000.0
